1716864352.459672, -473
1716864352.5592415, -473
1716864352.658923, -473
1716864352.758524, -473
1716864352.8582356, -473
1716864352.957813, -477
1716864353.0575264, -477
1716864353.157156, -477
1716864353.2568426, -477
1716864353.3564394, -475
1716864353.45615, -475
1716864353.5558197, -475
1716864353.6554704, -475
1716864353.7550771, -475
1716864353.8547115, -472
1716864353.9544334, -472
1716864354.0540557, -472
1716864354.1536942, -471
1716864354.2533035, -477
1716864354.3529906, -477
1716864354.4526105, -477
1716864354.552326, -477
1716864354.6518652, -477
1716864354.7515793, -471
1716864354.8512583, -471
1716864354.9508798, -471
1716864355.0505803, -471
1716864355.150186, -477
1716864355.2498643, -476
1716864355.3495295, -474
1716864355.4491386, -474
1716864355.5487587, -397
1716864355.648472, -469
1716864355.7480981, -469
1716864355.8477702, -469
1716864355.947389, -469
1716864356.0470564, -469
1716864356.1467912, -470
1716864356.2463572, -469
1716864356.3460634, -468
1716864356.44564, -395
1716864356.5452774, -462
1716864356.6448896, -465
1716864356.7446344, -469
1716864356.8442037, -472
1716864356.9438655, -483
1716864357.0434253, -485
1716864357.1431096, -487
1716864357.2427223, -488
1716864357.3424194, -394
1716864357.4421108, -489
1716864357.541695, -489
1716864357.6414294, -489
1716864357.740959, -489
1716864357.840658, -488
1716864357.9403453, -487
1716864358.0399935, -487
1716864369.996404, -23
1716864370.0961084, -23
1716864370.1956763, -23
1716864370.295359, -112
1716864370.3950372, -24
1716864370.4945812, -24
1716864370.5943239, -23
1716864370.693871, -23
1716864370.7935622, -23
1716864370.8931491, -23
1716864370.9928129, -23
1716864371.0924265, -23
1716864371.192126, -110
1716864371.2917123, -23
1716864371.3913834, -23
1716864371.4909804, -22
1716864371.590612, -23
1716864371.6902423, -23
1716864371.789933, -23
1716864371.8896055, -23
1716864371.989207, -23
1716864372.0889077, -112
1716864372.1885486, -23
1716865301.845278, -23
1716865301.9449754, -112
1716865302.0445862, -23
1716865302.1442578, -23
1716865302.2438633, -24
1716865302.3435848, -23
1716865302.4431748, -24
1716865302.5428615, -24
1716865302.642505, -24
1716865302.742209, -24
1716866305.920413, -23
1716866306.0201275, -23
1716866306.1197677, -23
1716866306.2194145, -23
1716866306.3191094, -23
1716866306.4187145, -24
1716866306.5184712, -23
1716866306.6181781, -23
1716866306.7178292, -23
1716866421.520063, -45
1716866421.6198182, -45
1716866421.7193818, -45
1716866421.8190649, -45
1716866421.9186358, -45
1716866422.0182948, -45
1716866422.1178713, -45
1716866422.2176116, -45
1716866422.3172073, -45
1716866422.4168983, -45
1716866422.516615, -45
1716866422.61618, -44
1716866422.7159033, -43
1716866422.815491, -42
1716866422.915185, -41
1716866423.014793, -41
1716866423.1144447, -34
1716866423.214028, -34
1716866423.3137255, -32
1716866423.413289, -31
1716866423.512988, -32
1716866423.6126108, -32
1716866423.7122464, -33
1716866423.8119597, -32
1716866423.911636, -32
1716866424.011228, -32
1716866424.1108348, -32
1716866424.2105615, -35
1716866424.310095, -35
1716866424.40981, -37
1716866424.5093997, -37
1716866424.6090982, -48
1716866424.708684, -45
1716866424.8083858, -45
1716866424.90797, -42
1716866425.0076747, -40
1716866425.1073864, -39
1716866425.206995, -39
1716866425.306692, -36
1716866425.4062724, -31
1716866425.5059736, -30
1716866425.6056476, -31
1716866425.705271, -107
1716866425.804851, -35
1716866425.9046235, -37
1716866426.0041769, -42
1716866426.1038647, -40
1716866426.2035367, -35
1716866426.3031523, -35
1716866426.4027584, -35
1716866426.50246, -35
1716866426.6021547, -110
1716866426.7017581, -35
1716866426.8014863, -44
1716866426.9010487, -41
1716866427.0007906, -39
1716866427.100311, -37
1716866427.1999772, -41
1716866427.2996378, -37
1716866427.399278, -38
1716866427.4990203, -109
1716866427.5986805, -56
1716866427.6982863, -47
1716866427.7978919, -47
1716866427.8975728, -48
1716866427.9971347, -56
1716866428.0968673, -57
1716866428.1964552, -49
1716866428.2961557, -45
1716866428.3957245, -112
1716866428.4954276, -35
1716866428.5950189, -30
1716866428.6947322, -30
1716866428.7944052, -30
1716866428.8940575, -28
1716866428.9937165, -28
1716866429.0933444, -29
1716866429.1929998, -29
1716866429.2926707, -110
1716866429.3923194, -28
1716866429.4918926, -29
1716866429.5917246, -29
1716866429.6912062, -28
1716866429.7909184, -26
1716866429.890504, -26
1716866429.9902139, -25
1716866430.0899093, -25
1716866430.189474, -32
1716866430.2892451, -35
1716866430.3887756, -35
1716866430.4885068, -39
1716866430.58807, -40
1716866430.6878002, -39
1716866430.7874, -46
1716866430.8871038, -48
1716866430.9867067, -51
1716866431.086434, -54
1716866431.186001, -49
1716866431.2857058, -50
1716866431.3852735, -49
1716866431.485024, -48
1716866431.584749, -47
1716866431.6842878, -46
1716866431.7840207, -45
1716866431.883624, -46
1716866431.983344, -42
1716866432.0829191, -30
1716866432.182599, -27
1716866432.2822123, -29
1716866432.381896, -30
1716866432.481499, -30
1716866432.5812185, -31
1716866432.6808221, -33
1716866432.7804956, -35
1716866432.8802226, -30
1716866432.9798398, -29
1716866433.0795202, -28
1716866433.1791224, -25
1716866433.2788103, -24
1716866433.3784263, -22
1716866433.4780989, -23
1716866433.5777051, -22
1716866433.6774256, -25
1716866433.7769687, -23
1716866433.8767397, -23
1716866433.9762516, -23
1716866434.0759552, -31
1716866434.1756027, -28
1716866434.275174, -22
1716866434.374856, -29
1716866434.4744527, -23
1716866434.5741224, -29
1716866434.6737447, -23
1716866434.7734127, -24
1716866434.8729877, -25
1716866434.972583, -24
1716866435.0721998, -25
1716866435.171885, -22
1716866435.2714622, -24
1716866435.371145, -22
1716866435.4708426, -22
1716866435.570442, -23
1716866435.6700609, -22
1716866435.769638, -24
1716866435.8693147, -30
1716866435.9688988, -27
1716866436.0685785, -24
1716866436.168151, -29
1716866436.2678149, -34
1716866436.3673904, -24
1716866436.4670846, -23
1716866436.566749, -23
1716866436.6663864, -23
1716866436.766099, -23
1716866436.8657396, -24
1716866436.9653885, -22
1716866437.0649993, -21
1716866437.1647732, -21
1716866437.2642667, -21
1716866437.3639753, -21
1716866437.4635613, -21
1716866437.563266, -21
1716866437.6627834, -21
1716866437.7625194, -21
1716866437.8620899, -21
1716866437.9617736, -21
1716866438.061522, -21
1716866438.1610913, -21
1716866438.260839, -19
1716866438.3603878, -20
1716866438.460067, -20
1716866438.5596697, -20
1716866438.6593575, -19
1716866438.7589402, -20
1716866438.8586178, -20
1716866438.9581869, -20
1716866439.0579057, -19
1716866439.157578, -19
1716866439.2571352, -20
1716866439.3567865, -19
1716866439.4564476, -20
1716866439.5561814, -102
1716866439.6557827, -20
1716866439.7555091, -20
1716866439.8551278, -20
1716866439.9548268, -19
1716866440.054487, -20
1716866440.1541631, -19
1716866440.253807, -20
1716866440.353478, -19
1716866440.4531927, -104
1716866440.552814, -19
1716866440.6525116, -19
1716866440.75215, -20
1716866440.8518677, -19
1716866440.9514985, -19
1716866441.05119, -19
1716866441.1508324, -18
1716866441.2504463, -18
1716866441.3500295, -102
1716866441.4497905, -18
1716866441.5493479, -19
